
executed_tx 100, accessedPercentage 50
executed_tx 193300, accessedPercentage 96
executed_tx 193400, accessedPercentage 96
executed_tx 193500, accessedPercentage 96
executed_tx 193600, accessedPercentage 96
executed_tx 193700, accessedPercentage 96
executed_tx 193800, accessedPercentage 96
executed_tx 193900, accessedPercentage 96
executed_tx 194000, accessedPercentage 96
executed_tx 194100, accessedPercentage 96
Predicted: 419649.750000|421656.843750|422550.312500|0.000000, measured: 635504.937500, max txs: 8, ab.prob: 0.066562
executed_tx 194200, accessedPercentage 96
executed_tx 194300, accessedPercentage 96
executed_tx 194400, accessedPercentage 96
executed_tx 194500, accessedPercentage 96
executed_tx 194600, accessedPercentage 97
executed_tx 194700, accessedPercentage 97
executed_tx 194800, accessedPercentage 97
executed_tx 194900, accessedPercentage 97
executed_tx 195000, accessedPercentage 97
executed_tx 195100, accessedPercentage 97
executed_tx 195200, accessedPercentage 97
Predicted: 422980.656250|427482.937500|427788.031250|0.000000, measured: 643835.250000, max txs: 8, ab.prob: 0.067288
executed_tx 195300, accessedPercentage 97
executed_tx 195400, accessedPercentage 97
executed_tx 195500, accessedPercentage 97
executed_tx 195600, accessedPercentage 97
executed_tx 195700, accessedPercentage 97
executed_tx 195800, accessedPercentage 97
executed_tx 195900, accessedPercentage 97
executed_tx 196000, accessedPercentage 97
executed_tx 196100, accessedPercentage 97
executed_tx 196200, accessedPercentage 97
executed_tx 196300, accessedPercentage 97
Predicted: 426045.406250|430532.687500|430989.343750|0.000000, measured: 577391.937500, max txs: 8, ab.prob: 0.075563
executed_tx 196400, accessedPercentage 97
executed_tx 196500, accessedPercentage 97
executed_tx 196600, accessedPercentage 97
executed_tx 196700, accessedPercentage 97
executed_tx 196800, accessedPercentage 97
executed_tx 196900, accessedPercentage 97
executed_tx 197000, accessedPercentage 97
executed_tx 197100, accessedPercentage 97
executed_tx 197200, accessedPercentage 97
executed_tx 197300, accessedPercentage 97
executed_tx 197400, accessedPercentage 97
Predicted: 426093.812500|430738.687500|431249.781250|0.000000, measured: 576555.062500, max txs: 8, ab.prob: 0.071389
executed_tx 197500, accessedPercentage 97
executed_tx 197600, accessedPercentage 97
executed_tx 197700, accessedPercentage 97
executed_tx 197800, accessedPercentage 97
executed_tx 197900, accessedPercentage 97
executed_tx 198000, accessedPercentage 97
executed_tx 198100, accessedPercentage 97
executed_tx 198200, accessedPercentage 97
executed_tx 198300, accessedPercentage 97
executed_tx 198400, accessedPercentage 97
executed_tx 198500, accessedPercentage 97
Predicted: 409691.000000|413168.906250|413642.031250|0.000000, measured: 576991.625000, max txs: 8, ab.prob: 0.069995
executed_tx 198600, accessedPercentage 97
executed_tx 198700, accessedPercentage 97
executed_tx 198800, accessedPercentage 97
executed_tx 198900, accessedPercentage 97
executed_tx 199000, accessedPercentage 97
executed_tx 199100, accessedPercentage 97
executed_tx 199200, accessedPercentage 97
executed_tx 199300, accessedPercentage 97
executed_tx 199400, accessedPercentage 97
executed_tx 199500, accessedPercentage 97
executed_tx 199600, accessedPercentage 97
Predicted: 422539.312500|427015.781250|427207.312500|0.000000, measured: 575661.187500, max txs: 8, ab.prob: 0.072065
executed_tx 199700, accessedPercentage 97
executed_tx 199800, accessedPercentage 97
executed_tx 199900, accessedPercentage 97
executed_tx 200000, accessedPercentage 97
executed_tx 200100, accessedPercentage 97
executed_tx 200200, accessedPercentage 97
executed_tx 200300, accessedPercentage 97
executed_tx 200400, accessedPercentage 97
executed_tx 200500, accessedPercentage 97
executed_tx 200600, accessedPercentage 97
executed_tx 200700, accessedPercentage 97
Predicted: 416607.781250|419434.875000|420228.281250|0.000000, measured: 574856.562500, max txs: 8, ab.prob: 0.076940
executed_tx 200800, accessedPercentage 97
executed_tx 200900, accessedPercentage 97
executed_tx 201000, accessedPercentage 97
executed_tx 201100, accessedPercentage 97
executed_tx 201200, accessedPercentage 97
executed_tx 201300, accessedPercentage 97
executed_tx 201400, accessedPercentage 97
executed_tx 201500, accessedPercentage 97
executed_tx 201600, accessedPercentage 97
executed_tx 201700, accessedPercentage 97
executed_tx 201800, accessedPercentage 97
Predicted: 427375.718750|430582.312500|431238.937500|0.000000, measured: 575834.125000, max txs: 8, ab.prob: 0.075799
executed_tx 201900, accessedPercentage 97
executed_tx 202000, accessedPercentage 97
executed_tx 202100, accessedPercentage 97
executed_tx 202200, accessedPercentage 97
executed_tx 202300, accessedPercentage 97
executed_tx 202400, accessedPercentage 97
executed_tx 202500, accessedPercentage 97
executed_tx 202600, accessedPercentage 97
executed_tx 202700, accessedPercentage 97
executed_tx 202800, accessedPercentage 97
executed_tx 202900, accessedPercentage 97
Predicted: 422952.812500|427205.406250|427752.843750|0.000000, measured: 575965.500000, max txs: 8, ab.prob: 0.079341
executed_tx 203000, accessedPercentage 97
executed_tx 203100, accessedPercentage 97
executed_tx 203200, accessedPercentage 97
executed_tx 203300, accessedPercentage 97
executed_tx 203400, accessedPercentage 97
executed_tx 203500, accessedPercentage 97
executed_tx 203600, accessedPercentage 97
executed_tx 203700, accessedPercentage 97
executed_tx 203800, accessedPercentage 97
executed_tx 203900, accessedPercentage 97
Predicted: 417116.656250|422005.656250|422551.156250|0.000000, measured: 649078.687500, max txs: 8, ab.prob: 0.065966
executed_tx 204000, accessedPercentage 97
executed_tx 204100, accessedPercentage 97
executed_tx 204200, accessedPercentage 97
executed_tx 204300, accessedPercentage 97
executed_tx 204400, accessedPercentage 97
executed_tx 204500, accessedPercentage 97
executed_tx 204600, accessedPercentage 97
executed_tx 204700, accessedPercentage 97
executed_tx 204800, accessedPercentage 97
executed_tx 204900, accessedPercentage 98
executed_tx 205000, accessedPercentage 98
Predicted: 425788.906250|430187.500000|430735.937500|0.000000, measured: 575874.437500, max txs: 8, ab.prob: 0.075612
executed_tx 205100, accessedPercentage 98
executed_tx 205200, accessedPercentage 98
executed_tx 205300, accessedPercentage 98
executed_tx 205400, accessedPercentage 98
executed_tx 205500, accessedPercentage 98
executed_tx 205600, accessedPercentage 98
executed_tx 205700, accessedPercentage 98
executed_tx 205800, accessedPercentage 98
executed_tx 205900, accessedPercentage 98
executed_tx 206000, accessedPercentage 98
executed_tx 206100, accessedPercentage 98
Predicted: 419580.843750|422306.781250|422817.281250|0.000000, measured: 576221.250000, max txs: 8, ab.prob: 0.072120
executed_tx 206200, accessedPercentage 98
executed_tx 206300, accessedPercentage 98
executed_tx 206400, accessedPercentage 98
executed_tx 206500, accessedPercentage 98
executed_tx 206600, accessedPercentage 98
executed_tx 206700, accessedPercentage 98
executed_tx 206800, accessedPercentage 98
executed_tx 206900, accessedPercentage 98
executed_tx 207000, accessedPercentage 98
executed_tx 207100, accessedPercentage 98
executed_tx 207200, accessedPercentage 98
Predicted: 430761.687500|433324.000000|433897.687500|0.000000, measured: 575947.000000, max txs: 8, ab.prob: 0.079801
executed_tx 207300, accessedPercentage 98
executed_tx 207400, accessedPercentage 98
executed_tx 207500, accessedPercentage 98
executed_tx 207600, accessedPercentage 98
executed_tx 207700, accessedPercentage 98
executed_tx 207800, accessedPercentage 98
executed_tx 207900, accessedPercentage 98
executed_tx 208000, accessedPercentage 98
executed_tx 208100, accessedPercentage 98
executed_tx 208200, accessedPercentage 98
executed_tx 208300, accessedPercentage 98
Predicted: 411618.812500|415185.093750|415732.718750|0.000000, measured: 643513.125000, max txs: 8, ab.prob: 0.062864
executed_tx 208400, accessedPercentage 98
executed_tx 208500, accessedPercentage 98
executed_tx 208600, accessedPercentage 98
executed_tx 208700, accessedPercentage 98
executed_tx 208800, accessedPercentage 98
executed_tx 208900, accessedPercentage 98
executed_tx 209000, accessedPercentage 98
executed_tx 209100, accessedPercentage 98
executed_tx 209200, accessedPercentage 98
executed_tx 209300, accessedPercentage 98
executed_tx 209400, accessedPercentage 98
Predicted: 419790.125000|426135.406250|426665.906250|0.000000, measured: 573951.750000, max txs: 8, ab.prob: 0.079996
executed_tx 209500, accessedPercentage 98
executed_tx 209600, accessedPercentage 98
executed_tx 209700, accessedPercentage 98
executed_tx 209800, accessedPercentage 98
executed_tx 209900, accessedPercentage 98
executed_tx 210000, accessedPercentage 98
executed_tx 210100, accessedPercentage 98
executed_tx 210200, accessedPercentage 98
executed_tx 210300, accessedPercentage 98
executed_tx 210400, accessedPercentage 98
executed_tx 210500, accessedPercentage 98
Predicted: 423921.343750|428145.281250|428686.218750|0.000000, measured: 574636.125000, max txs: 8, ab.prob: 0.081650
executed_tx 210600, accessedPercentage 98
executed_tx 210700, accessedPercentage 98
executed_tx 210800, accessedPercentage 98
executed_tx 210900, accessedPercentage 98
executed_tx 211000, accessedPercentage 98
executed_tx 211100, accessedPercentage 98
executed_tx 211200, accessedPercentage 98
executed_tx 211300, accessedPercentage 98
executed_tx 211400, accessedPercentage 98
executed_tx 211500, accessedPercentage 98
executed_tx 211600, accessedPercentage 98
Predicted: 423158.562500|427629.343750|428057.812500|0.000000, measured: 646122.812500, max txs: 8, ab.prob: 0.070431
executed_tx 211700, accessedPercentage 98
executed_tx 211800, accessedPercentage 98
executed_tx 211900, accessedPercentage 98
executed_tx 212000, accessedPercentage 98
executed_tx 212100, accessedPercentage 98
executed_tx 212200, accessedPercentage 98
executed_tx 212300, accessedPercentage 98
executed_tx 212400, accessedPercentage 98
executed_tx 212500, accessedPercentage 98
executed_tx 212600, accessedPercentage 98
Predicted: 424154.093750|428657.968750|429168.156250|0.000000, measured: 575341.375000, max txs: 8, ab.prob: 0.079054
executed_tx 212700, accessedPercentage 98
executed_tx 212800, accessedPercentage 98
executed_tx 212900, accessedPercentage 98
executed_tx 213000, accessedPercentage 98
executed_tx 213100, accessedPercentage 98
executed_tx 213200, accessedPercentage 98
executed_tx 213300, accessedPercentage 98
executed_tx 213400, accessedPercentage 98
executed_tx 213500, accessedPercentage 98
executed_tx 213600, accessedPercentage 98
executed_tx 213700, accessedPercentage 98
Predicted: 409997.906250|414448.781250|414689.562500|0.000000, measured: 576059.812500, max txs: 8, ab.prob: 0.079077
executed_tx 213800, accessedPercentage 98
executed_tx 213900, accessedPercentage 98
executed_tx 214000, accessedPercentage 98
executed_tx 214100, accessedPercentage 98
executed_tx 214200, accessedPercentage 98
executed_tx 214300, accessedPercentage 98
executed_tx 214400, accessedPercentage 98
executed_tx 214500, accessedPercentage 98
executed_tx 214600, accessedPercentage 98
executed_tx 214700, accessedPercentage 98
executed_tx 214800, accessedPercentage 98
Predicted: 425442.375000|429615.031250|430184.968750|0.000000, measured: 650391.062500, max txs: 8, ab.prob: 0.067443
executed_tx 214900, accessedPercentage 98
executed_tx 215000, accessedPercentage 98
executed_tx 215100, accessedPercentage 98
executed_tx 215200, accessedPercentage 98
executed_tx 215300, accessedPercentage 98
executed_tx 215400, accessedPercentage 98
executed_tx 215500, accessedPercentage 98
executed_tx 215600, accessedPercentage 98
executed_tx 215700, accessedPercentage 98
executed_tx 215800, accessedPercentage 98
executed_tx 215900, accessedPercentage 98
Predicted: 424514.625000|428718.156250|429126.062500|0.000000, measured: 575928.500000, max txs: 8, ab.prob: 0.077777
executed_tx 216000, accessedPercentage 98
executed_tx 216100, accessedPercentage 98
executed_tx 216200, accessedPercentage 98
executed_tx 216300, accessedPercentage 98
executed_tx 216400, accessedPercentage 98
executed_tx 216500, accessedPercentage 98
executed_tx 216600, accessedPercentage 98
executed_tx 216700, accessedPercentage 98
executed_tx 216800, accessedPercentage 98
executed_tx 216900, accessedPercentage 98
executed_tx 217000, accessedPercentage 98
Predicted: 428327.843750|431994.812500|432773.406250|0.000000, measured: 576627.937500, max txs: 8, ab.prob: 0.078284
executed_tx 217100, accessedPercentage 98
executed_tx 217200, accessedPercentage 98
executed_tx 217300, accessedPercentage 98
executed_tx 217400, accessedPercentage 98
executed_tx 217500, accessedPercentage 98
executed_tx 217600, accessedPercentage 98
executed_tx 217700, accessedPercentage 98
executed_tx 217800, accessedPercentage 98
executed_tx 217900, accessedPercentage 98
executed_tx 218000, accessedPercentage 98
executed_tx 218100, accessedPercentage 98
Predicted: 413523.812500|417422.875000|417871.281250|0.000000, measured: 574588.375000, max txs: 8, ab.prob: 0.074774
executed_tx 218200, accessedPercentage 99
executed_tx 218300, accessedPercentage 99
executed_tx 218400, accessedPercentage 99
executed_tx 218500, accessedPercentage 99
executed_tx 218600, accessedPercentage 99
executed_tx 218700, accessedPercentage 99
executed_tx 218800, accessedPercentage 99
executed_tx 218900, accessedPercentage 99
executed_tx 219000, accessedPercentage 99
executed_tx 219100, accessedPercentage 99
executed_tx 219200, accessedPercentage 99
Predicted: 423106.093750|426434.250000|426853.968750|0.000000, measured: 573604.437500, max txs: 8, ab.prob: 0.081031
executed_tx 219300, accessedPercentage 99
executed_tx 219400, accessedPercentage 99
executed_tx 219500, accessedPercentage 99
executed_tx 219600, accessedPercentage 99
executed_tx 219700, accessedPercentage 99
executed_tx 219800, accessedPercentage 99
executed_tx 219900, accessedPercentage 99
executed_tx 220000, accessedPercentage 99
executed_tx 220100, accessedPercentage 99
executed_tx 220200, accessedPercentage 99
executed_tx 220300, accessedPercentage 99
Predicted: 427484.718750|430988.218750|431647.437500|0.000000, measured: 573219.437500, max txs: 8, ab.prob: 0.078371
executed_tx 220400, accessedPercentage 99
executed_tx 220500, accessedPercentage 99
executed_tx 220600, accessedPercentage 99
executed_tx 220700, accessedPercentage 99
executed_tx 220800, accessedPercentage 99
executed_tx 220900, accessedPercentage 99
executed_tx 221000, accessedPercentage 99
executed_tx 221100, accessedPercentage 99
